index	tag	guid	description
2269	0	2039	Your War Toys Crushed In High Heels HD-720p #CRUSH via @c4supdates
2270	2	1611	"@MattMays Coolest shitter EVER. Tell me you #crushed it! haha @PossumKingdom13 is this an #opportunityofalifetime
2271	1	753	#new @iamtheidagirl #milkshake #boyfriend #distressed #jeans @velvettees @#tshirt @muubaa #leatherjacket @cocaranti
2272	0	606	#Abandoned #Villa by ... - #1540s #1540sVilla #Aged #Conservator #Deserted #Explorers
2273	1	1912	EGW Heavy Duty Scope Rings Tactical 30 MM Low .850 Bargain Bin Blemished
2274	2	3328	RT @tjtype1: Submitted to pixiv Overwhelming concession #pixiv
2275	2	3709	.@abergrenmiller examines @buildordie_com #Chicago Godfrey Hotel & its LeMessurier trusses
2276	1	2903	RT @GovernorPerry: Last summer I told @BarackObama "if the fed government won't secure the border, Texas will!" http…
2277	2	4137	RT @xinxindlite: Can I notttt? *nose bleeding* Cr pic http://t.co/Wvvsw9bXVd
2278	0	4258	Please get the lowest price & special price as a guest of Crazy! http://…
2279	0	2940	@SenShelby #CommonCore based on flawed belief that big govt knows best. #StopCommonCore #StopECAA #PJNET
2280	2	4516	ELATED my #MichelleAlexandraPhotography #testshoot from #RosseveltIsland is out! #plusmodel https://t.co/NUSMzPXHYy http://t.co/F1pIVJlLvC
2281	1	870	Need a #desk #lamp for the #gloomy winter evenings? Come to @BusinessShop07 #haywardsheath today!
2282	1	211	West Ham must move on from feeble West Brom FA Cup debacle as soon as possible -
2283	1	4119	RT @HiTechLegion: AKRACING AK-6014 Black/Blue Gaming Chair Review http://t.co/tkR5e8i0Tt http://t.co/ZfDt0xzyas
2284	2	2775	#kerrydarksky Chris Hersman systems engineer new horizons, imagine how ecstatic he is right now...hip hip
2285	2	1637	#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Laptop ???
2286	2	2386	I found my old piece from high school!!! Lmfao black mamba !!!
2287	0	4488	Thank you for the photo and signature. http://t.co/fbomMMhltE
2288	2	1109	RT @EllaDarcy: MAJOR Restyle by me @TerencePaul #hale using Illumina ? #love #vibrant
2289	1	1800	AMAZON-AMIDST ARDOR AGLOW is 150 SHADES OF MAGNIFICENCE FOR MR.& MRS. RIGHT,NOT MR/MS RIGHTNOW
2290	0	473	RT @otrbristol: 21 comics that capture the frustrations of #depression: RT if you can relate to these!
2291	0	3010	RT @Surrealist_mind: 'Cosmic grim'. Artwork by greenfeed. #surreal #art. Surrealism
2292	0	3106	RT @Rocking_Virat: RT ? mj1391: #liberatebalochistan end of impotent pak army in the final battle with India.
2293	2	4181	RT @TO2015: Track and field events are underway at @CIBC Pan Am Athletics Stadium. Stay tuned for possible records being broken! http://t.c…
2294	2	835	#tattoosday #fallschurch From #fear to confidence: This Method For Developing Self-conf
2295	0	2403	RT @Zarina_Baloch: They'r baloch malalas 2day is Malala's birthday but 2day Balochistan's bleeding by pak army'refund their bros&fathers ht…
2296	0	5049	By leenmachinecalligraphy The free calligraphy chat I scheduled is today at 1pm Eastern! Although I'm petrified, I'… http://t.co/B1j3zBlgAS
2297	2	578	RT @TheUnusualFact: This Girl Removed Her Mask After 2 Years… These 9 Photos Will Leave You Speechless
2298	1	219	Finished foundry. Now I just need safety gear, and I'll be popping out aluminum biscuits f…
2299	1	2615	RT @DerekBrunson: Doing dumb stuff has a price to pay???????
2300	1	211	West Ham must move on from feeble West Brom FA Cup debacle as soon as possible -
2301	1	1441	See you France ??#departure #train #empty #Eurostar #London #travel #trip #luggage #intern…
2302	2	1267	Arkada? ?ikolata alacaksan?z #bitter al?n ?
2303	0	992	RT @headquarters: To be fair, everything makes me want to scream. #Anger
2304	2	2541	cheering is fun and my hair is crazy
2305	2	3713	RT @DailyMailCeleb: Joe Jonas knows he's the luckiest dude on the planet, right?
2306	0	3989	Melancholy Tintypes of an Abandoned Amusement Park http://t.co/AXAj7WFkGi via @hyperallergic http://t.co/Nhqm1QUKQk
2307	2	65	RT @olumayungbe: The next President of our beloved Nigeria. My friend, Ebullient GMB. Buhari .
2308	2	3502	RT @TheBucktList: RT if you want to live here ??
2309	2	4567	RT @ManishMalhotra: Happy birthday dearest @priyankachopra have a wonderful year and always be the talented energetic super girl ? http://t…
2310	2	3013	RT @danisnotonfire: dan enjoying a view or the grim reaper? 99% of people will get this wrong https://t.co/jlyi47A5i4
2311	2	811	Can you feel it?!!? The new record is moving along nicely. #hopeclayburn #ardent #y'all loud!
2312	2	995	OMG. Well done #Eskom! 'Man dies during #LoadShedding' #Powerless
2313	2	2938	RT @DCoxAuthor: "The characters are delightfully flawed... devilishly funny!" #summerreading @LisetteBrodey
2314	2	4806	#viEUwsLive - Heated debate on #GMOs: European Commission brushes off criticisms | VIDEO: http://t.co/ZTR9ElQozy http://t.co/ZRyTaA8ug4
2315	1	3299	RT @500pxGallery: Marooned #4 by EdMorris #500px |
2316	2	4611	RT @annissacoley: "I know I'm not the only one" who's excited to see Sam Smith in 5 days @kashdown21 http://t.co/sCqJnELn6W
2317	1	2024	going to stores crippled like
2318	2	665	RT @harisree_18: Elephants are tortured in Kerala for these kind of festivals which has no rituals or divintiy
2319	2	800	Zippy is wishing you all a #HappyValentinesDay ! #AdoptTheOne #adoptdontshop #CatsOfTwitter #TeamCatMojo #rescuecats
2320	1	2796	Avon Grape Bud Vase Skin So Soft Empty Bottle 1973 Original Box #Bonanza #Avon
2321	2	4187	RT @insiderneast: ICYMI: @SunderlandBID hails first year http://t.co/HmbuWGr3L2 http://t.co/2zc3M6jW4z
2322	0	4063	http://t.co/XCzqdMlhSh #SandraBland http://t.co/EPmpizlAKi
2323	2	435	WOMENS MARILYN MONROE WHITE DRESS HALLOWEEN OUTFIT COSTUME MEDIUM M 8 10 WIG
2324	1	1180	Officer testifies in trial for excessive force against schizophrenic ... #exposed
2325	1	1581	@CogTn: How do we get fresh oil? Separate the flesh from the SEED!#crushed @bryancutshall
2326	2	4661	Latest @cmlibrary find. Recipes look awesome. Ready to say buhbye meat (I'm still having a turkey sandwich for lunch) http://t.co/yWCGQVK9e1
2327	1	2710	RT @dontlivesmall: The power of yoga to reframe disordered thinking! #yoga #edrecovery #eatingdisorders @cakespy htt…
2328	1	2007	RT @BBCWorld: Obama has confounded predictions of drift for the rest of his term, @BBCJamieCoo says
2329	0	450	RT @anasbutterfly99: Not thin enough. Not smart enough. Not tall enough. Just not good enough. #depression #ana #anamia
2330	0	4071	RT @CaitySult: Black boyfriend handcuffed white child &beat him 2 death over cake. #blackviolence http://t.co/t1z5r6ak5a http://t.co/KMWYUg…
2331	2	2753	RT @TeamShabirA: Dopey yet so hot'wa!! ?? #InstaTheft #LoveInToronto #ShabirChors #Pankhas [Pic Credit Kanchi's Insta]
2332	2	958	So this happened... #strong #baby #JustLikeMommy #ILoveHer
2333	0	2896	RT @fuckboyzico: He's fed the fuck up
2334	0	4185	When the AC in your room is broken and you hitting shawty from the back. http://t.co/jn8OgtKiTd
2335	1	847	RT @identidex: Have you #finished setting up your #profile? Check out our #GettingStarted guide to get the most out of #Identidex!
2336	2	3590	RT @wmcdonald404: @thecatreviewer. Blinky cat's sibling. Shy and skittish. Not fussed. 5/10.
2337	0	371	RT @catbreedsWpics: loveucats: #ana #sorryimnotperfect #depressed #drowning #deb #cat IG > imaakim
2338	1	1284	@_CarlyLombardi taking my notes for me #whipped
2339	2	2427	Wisconsin Badgers vs. Duke Blue Devils betting preview, title...
2340	2	2695	RT @euphoriajh: Jonghyun, don't be discouraged. I see them, your true colors.
2341	1	3523	RT @dianapugs: Last group of Yang and Lewis riding in style to the back nine. #LNPOpen #USWomensOpen
2342	0	3956	???????RT @itweetmisha what are you guys "WRONG DIRECTION" ??
2343	2	4961	BACA: http://t.co/A34EoHW7iL http://t.co/arGLgw0wZN...
2344	2	791	I am zealous. #I_AM #positive #affirmation #happy
2345	1	2319	We attached a leader swivel
2346	0	4160	7.60-15 BLEMISHED 6PLY PLANTER TIRE http://t.co/iJxaPr1606 http://t.co/G42WYVzCyU
2347	1	85	RT @FreeinDCBlog: Today! One Billion Rising Ecstatic Dance Party in Malcolm X/Meridian Hill Park 2pm-4pm, Free http:…
2348	2	4081	http://t.co/kVzN7pJVqf You Can Be Bitter, or You Can Get Better http://t.co/hNCMi4iida
2349	2	2694	RT @AnxietyUnited: Never discourage or be discouraged ... You are doing your best & that's all anyone can do.
2350	1	1722	Found: Small black gerbil in Brandon Hall fourth floor girls bathroom showers?? #ReallyJustHair #Mortified
2351	2	4550	RT @borntoloveJIMIN: I SWEAR BIGHIT LOCKED THE REAL YOONGI IN A CLOSET BC LOOK, THIS IS NOT THE REAL YOONGI. WHY IS HE BEING SO ENERGETIC h…
2352	1	2786	RT @LACoLifeguards: @lacolifguards in #VeniceBeach made 89 rescues yesterday due to the elevated surf!! Check in w/ a #lifeguard!
2353	2	3600	O'shaughnessy winner with a kicker small for big bass. @Abu_Garcia @TackleWarehouse
2354	1	4148	Гель для проблемной кожи B-Gel http://t.co/JEZFeKztoE http://t.co/AzPEpvFEV3
2355	0	169	RT @HandsomeFellowG: When you get excited to watch the Grammys and you get told Rhianna is performing..
2356	0	1705	Yup. This sums up my feelings about The Grammys last night. #isolated
2357	2	1764	When your friends know u can't watch one of your favs and so they send you pics & videos! #Speechless ?? #Sanremo2015
2358	2	3118	What do you get when a incompetent Female CEO gets fired? via /r/funny #funny
2359	2	3540	RT @Kendralee53: my hand ruined it, but oooOh wellll ???
2360	0	370	RT @___Danno: Innocent until proven guilty? #MacKay's "murderous misfits" quip could cause mistrial #cdnpoli
2361	2	3743	RT @crazycatlady711: @Megadeth The t-shirt I won came. Super thrilled and proud to wear it. Thank you so much. #MegadethMondays #CyberArmy …
2362	2	3345	#PLL fans remember this from Ali's Ice Ball in 05x13 'How the A Stole Christmas'?! "Merry Christmas Bitches -A".
2363	2	4574	RT @GrahamTilbury: So many enthusiastic attendees that it is standing room only! #TRTATownHall  #excitementbuilding http://t.co/hHRMUfkwne
2364	1	1853	RT @3_patton: The Resistance Movement Needs Your Help Enlist Or Donate Today At And Get Belligerent #2A
2365	2	1983	La vache qui rit - a cheerful Ox from a C13th copy of ibn Bakhtishu. #history
2366	2	5109	Man Got Fat-Shamed Online, Here's How One Girl Responded! http://t.co/MuabzQHISd http://t.co/Fuy7EW0TTB
2367	2	1101	Keep your look as #vibrant and fresh as possible with all these #flowers and# prints for a youthful and fun spirit.
2368	1	2728	12 sq ft Brown / Camel Tan Distressed Bomber Jacket Goatskin Leather 45"x30"
2369	2	82	PAS Teens are on #Broadway! Excited to see #Disgraced - @ParkAvenueSyn
2370	2	1641	#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Fun #Coffee???
2371	0	854	#selfharmmm #suicidal #staystrong #sad #anerexic #flawed #suicide #bands #tears #sadness #…
2372	2	5054	He's watching and he's proud #1YearWithOutGrandpaGrande htt…
2373	1	2375	RT @hindukidd: Black females getting too cocky ??
2374	0	4756	RT @danbishbosh: Grim this http://t.co/ntkUeoRa6F
2375	2	1329	#Photograph ? Yes, we are up for it #Puppy #Cute #Pose #delighted #love #Delhi #india_gram #rt
2376	2	1038	RT @KathrynB29: Yay! They arrived! Thanks @VidarNutrition just in time, gym later. Excited much!! #trainhard #strong #sexy
2377	1	2658	Why are you feeling despondent? Take the quiz:
2378	2	4208	RT @_olivia_08: everyone should appreciate Harry bc he is so caring to everyone he meets @Harry_Styles #HarryAppreciationDay ? http://t.co/…
2379	0	3563	WTF! Airline Passengers that DESERVE to be Shamed!
2380	2	519	Reeling him in better be a joy. #fishing #surfcasting #surffishing
2381	1	3384	RT @DewanMKarim: First @Walmart in 1962 was built in urbanized format & mixed-use environment. I wonder what happened to 1960s model. http:…
2382	0	1777	RT @abandonedspaces: Abandoned snow filled mall...
2383	2	2140	Got @harto book for my birthday and impulsively devoted to dye my hair ginger because why not
2384	1	340	RT @_RickyLance: NEW MUSIC: Check out my new song Infatuated w/ @OfficialJeuice streaming on @DailyLoud - https://t.co/oX6nZTNWnO
2385	2	3507	RT @girlridestiger: cut my hair and feel immensely regretful about the whole thing
2386	0	4696	RT @sow_ay: Custom Forsaken cymbal. http://t.co/TtN2JHYnM0
2387	2	1748	$100 for 20 mins of #passionate #erotic #bliss! #Cum #play with our #sexy #sultry #seductive #hotties! ???
2388	1	2728	12 sq ft Brown / Camel Tan Distressed Bomber Jacket Goatskin Leather 45"x30"
2389	0	4640	#ashverse http://t…
2390	1	637	Rudd walked away and left Abbott taken aback.
2391	2	555	#goldcoast #broadbeach #lateafternoon #demclouds #deserted #gentle by art_of_seeing
2392	0	1332	#anorexia #anorexic #proana #sadquote #quote #thin #thin15 #promia #edprobs #skinny #depressed http:/…
2393	1	4813	New Passenger Power Side View Mirror Heat Heated Puddle Lamp 06-10 Fusion Milan http://t.co/njygQw84Tl http://t.co/pHHFoNR3s1
2394	2	183	@Yngwildnpolshed buy2 get 1 at target!! Cant wait to go home and play! ? #bahamamama #marshmallow #wicked
2395	2	2820	Fantastic Show in Sophia, Bulgaria!
2396	1	56	Effects 137,000 women + Illegal 30 years, no-one in Britain yet convicted of FGM #disgraced
2397	0	3405	RT @DongSwanson_: When you try to talk to your crush but get too nervous
2398	2	1971	Peep this broadcast by @ashleysorrows1 on @YouNow!
2399	0	4442	http://t.co/2VbQEp8Gf9 http://t.co/VmsbS0YQyt
2400	1	4932	RT @comfortcreekra1: Be judged by the World...than by God! http://t.co/ZmkGvI2Z4x
2401	2	979	Kat just before she gets #beaten by Killer Sex in a #topless #submission #catfight.
2402	1	1909	X-BIONIC ACCUMULATOR Women's Med Pants L/XL MSRP $185 NEW SAMPLE Blemished
2403	2	4443	DSQUARED2 DISTRESSED COTTON DENIM SHORTS p15-s74mu0360-s30281-470 MEN’S http://t.co/6703yNgJpS #jeans #fashion http://t.co/hw8hpq8DcJ
2404	2	4361	Why are you feeling desolate? Take the quiz: http://t.co/mRTacQIeJY http://t.co/BJVMK3nFJJ
2405	2	3251	What is leftover may be the best part #foodporn #yummy
2406	2	3973	Authentic Louis Vuitton Zippy Organizer Wallet Damier Azur Canvas
2407	2	1788	Someone looks suitably abashed after 1 hour of failed recall due to a much more interesting rabbit warren
2408	1	3267	Walk Lively Barbie Doll #1182 Original Outfit ~ Vintage Mod
2409	2	3236	RT @uanvampire: this is why zayn left
2410	0	4719	Fast and Furious B.M.W ????? #fastandfurious #car #backstage http://t.co/3qbQ9OCZtx
2411	1	4080	The punishment is to drink the very bitter tea. YH wants to verify the lvl of bitterness of the tea http://…
2412	0	3568	RT @newscomauHQ: You don’t want to find this in your chicken
2413	1	73	RT @ChannelNewsAsia: Crowds attack Ebola facility, health workers in Guinea
2414	0	1372	He's single and looking for a Sadie's date #desperate @NNFICTINC
2415	0	2931	When you realize the summer is almost over and your other friends finished the assignments without you :(
2416	2	4217	Quirky, funny, and dark satire set in a chaotic Hollywood. http://t.co/joaun1SdKP By @jed_hamilton http://t.co/Aa0nax7dew
2417	2	3697	'Drunken shrimp' are eaten alive after being stunned in a strong liquor
2418	1	3316	Bell RS-1 Servo Black/Grey/White Glossy Medium Motorcycle Helmet Full Face
2419	2	3104	A love letter to the N64's imperfect 'GoldenEye 007' and vaporuous, meaningless nostalgia.
2420	1	105	RT @annaswaim: At a forum to discuss @lrsd takeover and having ZERO confidence in State's interest in helping distressed schools.
2421	0	451	RT @PLTC_PastLives: Warning: Disturbing video but needs attention! #Dogs #beaten to death for #leather. #abuse https://t.co/8QgXBXzuLq http…
2422	1	4116	$129.… http://t.co/Olj5nUQTaP
2423	2	1745	RT @LonerW0lf: Involution: Inside ... - #Abnormal #Courage #Deviants #Eccentricity #Normal #Outcast
2424	0	954	???? ..... ??????????????????? ????????????????? ???? ????????????? .... #invalid
2425	2	1047	@MattBetzold is on weight @TeamAlphaMale and ready to weigh in #Stumped @MartinKampmann @UrijahFaber #titlefight
2426	2	3805	Lewis Hamilton turned away from #Wimbledon Royal Box for not being appropriately dressed:
2427	1	1144	#spiritstallionofthecimarron #spirit #horse #horses #equine #cavalo #caballo #cavallo #wild #wildhorse #mustang #m…
2428	1	3807	Turned hot tub into a foam party?? @JackKerans @2mum4 @duffers22 @KearaBooth @ljkerans
2429	2	3352	At today's notfast10k the barman was miffed we didn't buy a drink lol this Is with my running partner #ukrunchat
2430	2	504	Painting for the Petrified #painting
2431	1	426	RT @DailyNewsEgypt: Barclays Egypt pumps EGP 250m for small, medium projects through 2015 -
2432	2	3676	@sigmahq x @Palomafaith | 'Changing' on @AppleMusic: http:…
2433	1	868	#gloomy #piano Chinese #secrets to sarcoidosis healing: An ebook that reveals why there
2434	2	3467	RT @lilian3roberts: A dazzling passionate story “ARIELLE IMMORTAL SEDUCTION” RT @lilian3roberts #Fantasy #ASMSG http…
2435	1	1282	RT @NBJContheMove: School District Wants To Close Achievement Gap By Recruiting More #Black Teachers:
2436	0	1712	Why #socialmedias make people feel down? Here's what research said #Addicted #depression
2437	2	151	?→ #5X10 #Distressed Sentiment Quote Photo Frame #Valentine Gift Shabby Chic Home Decor
2438	2	2538	Family are crazy!! Future Mr & Mrs Corkin ?? 5 days
2439	2	412	RT @ShettyKiran88: 20km total today for #werun2gether in #earthathon, including #greenwich10k @RunThroughUK ?? #medal #run #ecstatic ?? htt…
